Fecha,Anio,Guia,Cliente,Origen,Destino,Tipo_Carga,Peso_kg,Distancia_km,Transportista,Costo_Flete,Dias_Entrega,Estado
2025-08-22,2025,GUI-10558,Corporacion Metalica Peru,Tacna,Ica,Textiles,4211.72,1099,TransPeru Cargo,3302.33,3,Entregado
2025-08-23,2025,GUI-10559,Grupo Industrial Lima,Chiclayo,Ica,Perecibles,2177.02,608,Logistica Rapida SAC,2278.26,2,Entregado
2025-08-23,2025,GUI-10560,Agroexportadora del Valle,Piura,Trujillo,Refrigerado,4195.19,678,Kargia Flota Norte,4211.36,2,Entregado
2025-08-23,2025,GUI-10561,Grupo Industrial Lima,Chiclayo,Tacna,Maquinaria industrial,998.05,788,Envios del Sur EIRL,1816.99,3,Entregado
2025-08-23,2025,GUI-10562,Textiles Peruanos SAC,Ica,Trujillo,Documentos y paqueteria,4697.4,353,Logistica Rapida SAC,3169.97,1,Entregado
2025-08-23,2025,GUI-10563,Distribuidora Central,Lima,Chiclayo,Perecibles,3097.66,782,Transportes Andina SAC,3530.02,2,Entregado
2025-08-23,2025,GUI-10564,Textiles Peruanos SAC,Chiclayo,Chiclayo,Textiles,3397.47,60,Rutas Continentales SAC,1330.1,1,Entregado
2025-08-23,2025,GUI-10565,Agroexportadora del Valle,Trujillo,Arequipa,Carga general,2734.32,614,Kargia Flota Norte,2593.27,1,Entregado
2025-08-23,2025,GUI-10566,Minera Altiplano,Lima,Chiclayo,Materiales de construccion,477.88,720,TransPeru Cargo,1289.49,2,Entregado
2025-08-23,2025,GUI-10567,Industrias del Pacifico,Lima,Huancayo,Materiales de construccion,3231.09,331,Envios del Sur EIRL,3242.43,1,Entregado
2025-08-23,2025,GUI-10568,Comercial Andina SAC,Huancayo,Iquitos,Perecibles,4610.14,881,Kargia Flota Norte,2715.44,1,Entregado
2025-08-24,2025,GUI-10569,Grupo Industrial Lima,Lima,Ica,Maquinaria industrial,2813.89,334,TransPeru Cargo,2013.93,1,Entregado
2025-08-24,2025,GUI-10570,Corporacion Metalica Peru,Arequipa,Arequipa,Perecibles,3682.21,59,Envios del Sur EIRL,3017.3,1,Entregado
2025-08-24,2025,GUI-10571,Industrias del Pacifico,Chiclayo,Tacna,Maquinaria industrial,3450.67,762,Rutas Continentales SAC,3011.25,3,Entregado
2025-08-24,2025,GUI-10572,Constructora Norte,Trujillo,Chiclayo,Textiles,850.01,352,Transportes Andina SAC,1121.4,1,Entregado
2025-08-24,2025,GUI-10573,Comercial Andina SAC,Iquitos,Ica,Materiales de construccion,3596.72,818,Kargia Flota Norte,2873.93,2,Entregado
2025-08-25,2025,GUI-10574,Constructora Norte,Ica,Tacna,Perecibles,4063.43,1061,Logistica Rapida SAC,2866.45,4,Entregado
2025-08-25,2025,GUI-10575,Corporacion Metalica Peru,Trujillo,Ica,Maquinaria industrial,2733.98,400,Envios del Sur EIRL,2929.56,2,Entregado
2025-08-25,2025,GUI-10576,Farmaceutica Nacional,Ica,Cusco,Documentos y paqueteria,3100.76,860,TransPeru Cargo,2849.73,1,Entregado
2025-08-25,2025,GUI-10577,Constructora Norte,Huancayo,Lima,Materiales de construccion,3342.13,253,Logistica Rapida SAC,3307.74,2,Entregado
2025-08-25,2025,GUI-10578,Industrias del Pacifico,Trujillo,Piura,Maquinaria industrial,1788.74,583,Rutas Continentales SAC,1784.68,1,Entregado
2025-08-25,2025,GUI-10579,Minera Altiplano,Tacna,Chiclayo,Materiales de construccion,541.52,773,Kargia Flota Norte,1301.74,1,Entregado
2025-08-25,2025,GUI-10580,Textiles Peruanos SAC,Iquitos,Tacna,Maquinaria industrial,3102.53,584,Kargia Flota Norte,2499.81,1,En transito
2025-08-25,2025,GUI-10581,Textiles Peruanos SAC,Huancayo,Piura,Perecibles,2212.04,839,Kargia Flota Norte,2154.82,1,Entregado
2025-08-25,2025,GUI-10582,Textiles Peruanos SAC,Trujillo,Ica,Perecibles,3839.8,328,Logistica Rapida SAC,2828.39,2,Entregado
2025-08-25,2025,GUI-10583,Distribuidora Central,Trujillo,Iquitos,Materiales de construccion,2522.67,627,TransPeru Cargo,2730.63,1,Entregado
2025-08-25,2025,GUI-10584,Constructora Norte,Ica,Huancayo,Materiales de construccion,1329.02,80,Rutas Continentales SAC,1012.72,1,Entregado
2025-08-25,2025,GUI-10585,Agroexportadora del Valle,Huancayo,Tacna,Documentos y paqueteria,69.06,1038,TransPeru Cargo,1225.52,2,Entregado
2025-08-26,2025,GUI-10586,Grupo Industrial Lima,Arequipa,Cusco,Perecibles,3040.21,480,Envios del Sur EIRL,1721.32,1,Entregado
2025-08-26,2025,GUI-10587,Comercial Andina SAC,Trujillo,Iquitos,Documentos y paqueteria,3087.08,635,Logistica Rapida SAC,2541.58,1,Entregado
2025-08-26,2025,GUI-10588,Farmaceutica Nacional,Trujillo,Chiclayo,Perecibles,163.64,350,Envios del Sur EIRL,479.53,2,Entregado
2025-08-26,2025,GUI-10589,Constructora Norte,Piura,Cusco,Maquinaria industrial,4317.89,433,TransPeru Cargo,3394.45,1,Entregado
2025-08-26,2025,GUI-10590,Farmaceutica Nacional,Trujillo,Piura,Maquinaria industrial,3115.04,624,Transportes Andina SAC,2477.36,1,Entregado
2025-08-27,2025,GUI-10591,Comercial Andina SAC,Lima,Iquitos,Perecibles,4538.14,1003,Transportes Andina SAC,5189.21,2,Entregado
2025-08-27,2025,GUI-10592,Corporacion Metalica Peru,Lima,Iquitos,Materiales de construccion,119.47,975,Logistica Rapida SAC,981.52,2,Entregado
2025-08-27,2025,GUI-10593,Farmaceutica Nacional,Huancayo,Piura,Documentos y paqueteria,1574.37,765,Kargia Flota Norte,2105.94,1,Entregado
2025-08-27,2025,GUI-10594,Agroexportadora del Valle,Cusco,Chiclayo,Carga general,267.24,615,Transportes Andina SAC,790.21,2,En transito
2025-08-27,2025,GUI-10595,Grupo Industrial Lima,Trujillo,Tacna,Maquinaria industrial,563.51,908,Transportes Andina SAC,1205.42,3,Entregado
2025-08-27,2025,GUI-10596,Textiles Peruanos SAC,Huancayo,Tacna,Electrodomesticos,2668.29,1065,Kargia Flota Norte,3370.13,4,Entregado
2025-08-27,2025,GUI-10597,Minera Altiplano,Tacna,Iquitos,Electrodomesticos,4552.22,680,Transportes Andina SAC,4155.04,3,Entregado
2025-08-27,2025,GUI-10598,Distribuidora Central,Piura,Piura,Materiales de construccion,4358.85,45,Logistica Rapida SAC,1914.94,2,Entregado
2025-08-27,2025,GUI-10599,Grupo Industrial Lima,Trujillo,Iquitos,Perecibles,1691.04,675,Envios del Sur EIRL,1772.88,1,Entregado
2025-08-27,2025,GUI-10600,Grupo Industrial Lima,Trujillo,Tacna,Perecibles,483.93,946,TransPeru Cargo,1541.02,1,Entregado
2025-08-27,2025,GUI-10601,Corporacion Metalica Peru,Tacna,Iquitos,Textiles,1211.85,579,TransPeru Cargo,1519.13,2,Entregado
2025-08-27,2025,GUI-10602,Distribuidora Central,Piura,Cusco,Documentos y paqueteria,2021.25,511,TransPeru Cargo,2434.3,1,Entregado
2025-08-28,2025,GUI-10603,Agroexportadora del Valle,Tacna,Iquitos,Textiles,4516.53,627,Logistica Rapida SAC,4485.9,2,Entregado
2025-08-28,2025,GUI-10604,Grupo Industrial Lima,Arequipa,Huancayo,Maquinaria industrial,2328.15,859,Envios del Sur EIRL,3057.68,2,Entregado
2025-08-28,2025,GUI-10605,Grupo Industrial Lima,Iquitos,Huancayo,Documentos y paqueteria,462.03,857,Kargia Flota Norte,1295.6,1,Entregado
2025-08-28,2025,GUI-10606,Grupo Industrial Lima,Arequipa,Tacna,Maquinaria industrial,4574.09,640,Logistica Rapida SAC,4664,1,Entregado
2025-08-29,2025,GUI-10607,Textiles Peruanos SAC,Lima,Chiclayo,Maquinaria industrial,3756.08,794,Transportes Andina SAC,3963.31,2,Entregado
2025-08-29,2025,GUI-10608,Comercial Andina SAC,Chiclayo,Piura,Refrigerado,2159.8,531,Kargia Flota Norte,2259.95,5,Retrasado
2025-08-29,2025,GUI-10609,Textiles Peruanos SAC,Chiclayo,Lima,Maquinaria industrial,632.88,750,TransPeru Cargo,1524.19,1,En transito
2025-08-29,2025,GUI-10610,Constructora Norte,Tacna,Ica,Refrigerado,3239.93,1147,Envios del Sur EIRL,3571.86,4,Entregado
2025-08-29,2025,GUI-10611,Corporacion Metalica Peru,Arequipa,Cusco,Materiales de construccion,3583.94,420,Rutas Continentales SAC,2767.07,1,Entregado
2025-08-29,2025,GUI-10612,Distribuidora Central,Arequipa,Iquitos,Electrodomesticos,1798.22,333,Kargia Flota Norte,1863.55,1,Entregado
2025-08-30,2025,GUI-10613,Farmaceutica Nacional,Trujillo,Arequipa,Documentos y paqueteria,2782.72,649,Rutas Continentales SAC,3415.75,1,Entregado
2025-08-30,2025,GUI-10614,Textiles Peruanos SAC,Lima,Iquitos,Perecibles,488.15,1048,Envios del Sur EIRL,1437.04,1,Entregado
2025-08-30,2025,GUI-10615,Textiles Peruanos SAC,Tacna,Ica,Maquinaria industrial,2599.84,1127,Logistica Rapida SAC,3376.62,4,Entregado
2025-08-30,2025,GUI-10616,Grupo Industrial Lima,Tacna,Arequipa,Textiles,4476.86,681,TransPeru Cargo,3077.78,1,Entregado
2025-08-30,2025,GUI-10617,Minera Altiplano,Iquitos,Cusco,Perecibles,3731.03,387,Kargia Flota Norte,3513.8,1,Entregado
2025-08-30,2025,GUI-10618,Minera Altiplano,Arequipa,Tacna,Carga general,829.85,679,Transportes Andina SAC,1736.45,3,Entregado
2025-08-31,2025,GUI-10619,Constructora Norte,Piura,Lima,Textiles,4629.59,935,Envios del Sur EIRL,3124.67,3,Entregado
2025-08-31,2025,GUI-10620,Textiles Peruanos SAC,Arequipa,Iquitos,Refrigerado,3660.5,404,Envios del Sur EIRL,3255.99,1,Entregado
2025-08-31,2025,GUI-10621,Minera Altiplano,Iquitos,Chiclayo,Electrodomesticos,1389.03,576,Kargia Flota Norte,1853.76,1,Entregado
2025-08-31,2025,GUI-10622,Comercial Andina SAC,Huancayo,Ica,Textiles,2601.08,138,TransPeru Cargo,2312.83,1,Entregado
2025-08-31,2025,GUI-10623,Farmaceutica Nacional,Iquitos,Huancayo,Electrodomesticos,3075.23,862,Envios del Sur EIRL,2504.8,3,Entregado
2025-08-31,2025,GUI-10624,Agroexportadora del Valle,Tacna,Huancayo,Refrigerado,4534.17,1085,Kargia Flota Norte,4253.52,4,Entregado
2025-08-31,2025,GUI-10625,Textiles Peruanos SAC,Piura,Chiclayo,Carga general,1295.66,463,Envios del Sur EIRL,1665.22,2,Entregado
2025-08-31,2025,GUI-10626,Distribuidora Central,Chiclayo,Tacna,Documentos y paqueteria,2746.09,809,Kargia Flota Norte,2888.33,3,Entregado
2025-09-01,2025,GUI-10627,Textiles Peruanos SAC,Cusco,Huancayo,Perecibles,2224.69,951,Kargia Flota Norte,2160.55,2,Entregado
2025-09-01,2025,GUI-10628,Distribuidora Central,Ica,Lima,Documentos y paqueteria,1363.08,305,Transportes Andina SAC,1244.08,2,Entregado
2025-09-01,2025,GUI-10629,Farmaceutica Nacional,Huancayo,Iquitos,Maquinaria industrial,3823.94,788,Transportes Andina SAC,2648.7,1,Entregado
2025-09-01,2025,GUI-10630,Constructora Norte,Piura,Tacna,Documentos y paqueteria,2953.71,645,Rutas Continentales SAC,3298.21,1,En transito
2025-09-01,2025,GUI-10631,Agroexportadora del Valle,Chiclayo,Cusco,Carga general,1753.79,635,Transportes Andina SAC,2197.49,3,Entregado
2025-09-02,2025,GUI-10632,Agroexportadora del Valle,Lima,Piura,Refrigerado,3678.5,955,Rutas Continentales SAC,4280.03,5,Retrasado
2025-09-02,2025,GUI-10633,Farmaceutica Nacional,Iquitos,Ica,Perecibles,1467.86,805,TransPeru Cargo,2476.97,7,Retrasado
2025-09-02,2025,GUI-10634,Farmaceutica Nacional,Tacna,Iquitos,Textiles,1552,588,Rutas Continentales SAC,2329.37,2,Entregado
2025-09-02,2025,GUI-10635,Constructora Norte,Trujillo,Ica,Materiales de construccion,316.76,421,Envios del Sur EIRL,1027.09,1,Entregado
2025-09-03,2025,GUI-10636,Distribuidora Central,Ica,Tacna,Documentos y paqueteria,4692.22,1136,Rutas Continentales SAC,5292.27,2,Entregado
2025-09-03,2025,GUI-10637,Textiles Peruanos SAC,Ica,Tacna,Maquinaria industrial,2467.46,1118,Kargia Flota Norte,3154.09,4,Entregado
2025-09-03,2025,GUI-10638,Distribuidora Central,Trujillo,Tacna,Perecibles,1821.9,967,Transportes Andina SAC,2831.51,3,Entregado
2025-09-03,2025,GUI-10639,Distribuidora Central,Tacna,Huancayo,Materiales de construccion,2270.64,1091,Kargia Flota Norte,2907.67,2,Entregado
2025-09-03,2025,GUI-10640,Farmaceutica Nacional,Arequipa,Huancayo,Materiales de construccion,3389.3,862,Kargia Flota Norte,2532.42,1,Entregado
2025-09-03,2025,GUI-10641,Distribuidora Central,Iquitos,Piura,Documentos y paqueteria,3560.85,372,Transportes Andina SAC,1987.25,2,Entregado
2025-09-03,2025,GUI-10642,Agroexportadora del Valle,Lima,Chiclayo,Carga general,201.88,799,Kargia Flota Norte,1226.46,2,Entregado
2025-09-03,2025,GUI-10643,Minera Altiplano,Piura,Cusco,Textiles,654.28,405,Envios del Sur EIRL,773.23,1,Entregado
2025-09-03,2025,GUI-10644,Constructora Norte,Ica,Lima,Documentos y paqueteria,3634.01,325,Transportes Andina SAC,2071.95,2,Entregado
2025-09-04,2025,GUI-10645,Constructora Norte,Piura,Cusco,Electrodomesticos,777,446,Transportes Andina SAC,1104.9,1,Entregado
2025-09-04,2025,GUI-10646,Minera Altiplano,Trujillo,Ica,Perecibles,3427.96,386,Envios del Sur EIRL,3364.12,2,Entregado
2025-09-04,2025,GUI-10647,Grupo Industrial Lima,Piura,Arequipa,Textiles,4604.23,332,Kargia Flota Norte,2818.33,1,Entregado
2025-09-04,2025,GUI-10648,Constructora Norte,Iquitos,Trujillo,Carga general,2578.74,676,Kargia Flota Norte,2183.79,2,En transito
2025-09-04,2025,GUI-10649,Textiles Peruanos SAC,Cusco,Trujillo,Carga general,1011.85,737,TransPeru Cargo,1708.02,1,Entregado
2025-09-04,2025,GUI-10650,Minera Altiplano,Iquitos,Lima,Textiles,3508.24,1028,TransPeru Cargo,4655.94,1,Entregado
2025-09-04,2025,GUI-10651,Industrias del Pacifico,Tacna,Cusco,Textiles,1515.56,605,Logistica Rapida SAC,1863.39,2,Entregado
2025-09-04,2025,GUI-10652,Farmaceutica Nacional,Chiclayo,Trujillo,Perecibles,546.13,375,Envios del Sur EIRL,643.57,1,Cancelado
2025-09-04,2025,GUI-10653,Textiles Peruanos SAC,Piura,Huancayo,Electrodomesticos,1196.73,753,Envios del Sur EIRL,1754.15,2,Entregado
2025-09-04,2025,GUI-10654,Corporacion Metalica Peru,Arequipa,Piura,Perecibles,3945.92,385,TransPeru Cargo,2998.56,1,Entregado
2025-09-04,2025,GUI-10655,Farmaceutica Nacional,Chiclayo,Huancayo,Materiales de construccion,4015.27,628,Envios del Sur EIRL,2407.22,1,Entregado
2025-09-05,2025,GUI-10656,Industrias del Pacifico,Cusco,Tacna,Refrigerado,2123.25,598,Rutas Continentales SAC,1291.68,1,Entregado
2025-09-05,2025,GUI-10657,Comercial Andina SAC,Chiclayo,Cusco,Electrodomesticos,3027.87,571,Logistica Rapida SAC,1940.05,1,Entregado
2025-09-05,2025,GUI-10658,Minera Altiplano,Iquitos,Tacna,Refrigerado,3562.23,623,Envios del Sur EIRL,3270.39,1,Entregado
2025-09-05,2025,GUI-10659,Distribuidora Central,Piura,Ica,Textiles,178.14,798,Transportes Andina SAC,1210.2,1,Entregado
2025-09-05,2025,GUI-10660,Textiles Peruanos SAC,Chiclayo,Iquitos,Electrodomesticos,4273.71,516,Kargia Flota Norte,3528.62,1,En transito
2025-09-05,2025,GUI-10661,Industrias del Pacifico,Lima,Iquitos,Materiales de construccion,2038.01,1050,Envios del Sur EIRL,2269.9,3,Entregado
2025-09-05,2025,GUI-10662,Comercial Andina SAC,Tacna,Piura,Perecibles,3792.22,654,Envios del Sur EIRL,2880.71,1,Entregado
2025-09-05,2025,GUI-10663,Constructora Norte,Lima,Piura,Perecibles,243.43,966,Envios del Sur EIRL,1167.55,2,Entregado
2025-09-06,2025,GUI-10664,Industrias del Pacifico,Lima,Cusco,Electrodomesticos,3786.87,1078,Rutas Continentales SAC,4030.21,2,Entregado
2025-09-06,2025,GUI-10665,Minera Altiplano,Ica,Arequipa,Maquinaria industrial,1500.04,875,TransPeru Cargo,2430.17,1,Entregado
2025-09-06,2025,GUI-10666,Constructora Norte,Iquitos,Cusco,Maquinaria industrial,3524.11,388,Envios del Sur EIRL,3219.04,2,Cancelado
2025-09-06,2025,GUI-10667,Farmaceutica Nacional,Cusco,Trujillo,Carga general,663.14,749,Transportes Andina SAC,1418.57,4,Retrasado
2025-09-06,2025,GUI-10668,Minera Altiplano,Arequipa,Cusco,Maquinaria industrial,763.96,474,Transportes Andina SAC,977.93,1,Entregado
2025-09-06,2025,GUI-10669,Corporacion Metalica Peru,Huancayo,Arequipa,Carga general,3592.13,798,Envios del Sur EIRL,3631.69,2,Entregado
2025-09-06,2025,GUI-10670,Constructora Norte,Huancayo,Piura,Textiles,4236.27,762,Envios del Sur EIRL,2918.79,2,Entregado
2025-09-06,2025,GUI-10671,Comercial Andina SAC,Iquitos,Piura,Perecibles,3825.9,383,Envios del Sur EIRL,1942.48,1,En transito
2025-09-06,2025,GUI-10672,Industrias del Pacifico,Iquitos,Piura,Materiales de construccion,3787.44,365,Envios del Sur EIRL,3513.8,1,Entregado
2025-09-06,2025,GUI-10673,Textiles Peruanos SAC,Tacna,Trujillo,Textiles,743.62,871,Logistica Rapida SAC,1881.94,2,Entregado
2025-09-06,2025,GUI-10674,Corporacion Metalica Peru,Cusco,Piura,Perecibles,706.16,504,Rutas Continentales SAC,867.66,2,Entregado
2025-09-06,2025,GUI-10675,Corporacion Metalica Peru,Huancayo,Iquitos,Carga general,3789.16,882,Kargia Flota Norte,3102.58,1,Entregado
2025-09-07,2025,GUI-10676,Minera Altiplano,Arequipa,Trujillo,Perecibles,974.6,672,Envios del Sur EIRL,1493.64,7,Retrasado
2025-09-07,2025,GUI-10677,Constructora Norte,Piura,Chiclayo,Electrodomesticos,4540.23,535,Kargia Flota Norte,3959.36,2,Entregado
2025-09-07,2025,GUI-10678,Comercial Andina SAC,Arequipa,Trujillo,Refrigerado,2591.92,596,Kargia Flota Norte,2097.61,1,Cancelado
2025-09-07,2025,GUI-10679,Corporacion Metalica Peru,Ica,Cusco,Maquinaria industrial,1763.44,871,Kargia Flota Norte,2843.19,6,Retrasado
2025-09-07,2025,GUI-10680,Distribuidora Central,Lima,Cusco,Carga general,4580.07,1148,Transportes Andina SAC,4424.32,3,Entregado
2025-09-07,2025,GUI-10681,Comercial Andina SAC,Lima,Tacna,Refrigerado,3775.57,1328,Kargia Flota Norte,4515.49,3,Entregado
2025-09-07,2025,GUI-10682,Agroexportadora del Valle,Cusco,Tacna,Refrigerado,3191.72,596,Rutas Continentales SAC,2796.5,5,Retrasado
2025-09-08,2025,GUI-10683,Constructora Norte,Iquitos,Ica,Refrigerado,2850.42,823,Envios del Sur EIRL,1915.25,2,Entregado
2025-09-08,2025,GUI-10684,Textiles Peruanos SAC,Huancayo,Ica,Documentos y paqueteria,3535.67,146,Rutas Continentales SAC,2321.33,2,Entregado
2025-09-08,2025,GUI-10685,Textiles Peruanos SAC,Lima,Cusco,Electrodomesticos,3210.45,1073,Envios del Sur EIRL,3397.85,4,Entregado
2025-09-08,2025,GUI-10686,Constructora Norte,Piura,Arequipa,Documentos y paqueteria,1795.97,373,Transportes Andina SAC,1913.75,2,Entregado
2025-09-09,2025,GUI-10687,Textiles Peruanos SAC,Arequipa,Huancayo,Materiales de construccion,2337.34,869,Rutas Continentales SAC,3005.12,1,Entregado
2025-09-09,2025,GUI-10688,Textiles Peruanos SAC,Trujillo,Cusco,Textiles,833.56,682,Transportes Andina SAC,1750.7,3,Entregado
2025-09-09,2025,GUI-10689,Corporacion Metalica Peru,Arequipa,Tacna,Carga general,2597.06,645,Rutas Continentales SAC,3383.45,1,Entregado
2025-09-09,2025,GUI-10690,Minera Altiplano,Cusco,Lima,Perecibles,561.67,1046,Logistica Rapida SAC,1989.08,3,Entregado
2025-09-09,2025,GUI-10691,Distribuidora Central,Iquitos,Piura,Maquinaria industrial,4477.24,438,Logistica Rapida SAC,3845.97,1,Entregado
2025-09-09,2025,GUI-10692,Distribuidora Central,Piura,Arequipa,Maquinaria industrial,3836.46,404,Rutas Continentales SAC,2421.71,2,Entregado
2025-09-10,2025,GUI-10693,Industrias del Pacifico,Huancayo,Chiclayo,Textiles,2964.94,576,TransPeru Cargo,2920.92,2,Entregado
2025-09-10,2025,GUI-10694,Minera Altiplano,Iquitos,Ica,Electrodomesticos,3036.35,785,Kargia Flota Norte,2488.25,2,Entregado
2025-09-10,2025,GUI-10695,Minera Altiplano,Tacna,Chiclayo,Perecibles,1250.49,819,Envios del Sur EIRL,1983.27,1,En transito
2025-09-10,2025,GUI-10696,Minera Altiplano,Ica,Piura,Electrodomesticos,3019.9,805,Logistica Rapida SAC,2650.9,2,Entregado
2025-09-10,2025,GUI-10697,Industrias del Pacifico,Chiclayo,Iquitos,Electrodomesticos,3932.89,533,Kargia Flota Norte,3902.19,2,En transito
2025-09-11,2025,GUI-10698,Corporacion Metalica Peru,Iquitos,Ica,Textiles,1770.52,832,TransPeru Cargo,1819.85,1,Entregado
2025-09-11,2025,GUI-10699,Agroexportadora del Valle,Tacna,Ica,Maquinaria industrial,986.49,1059,Transportes Andina SAC,2360.98,3,Entregado
2025-09-11,2025,GUI-10700,Farmaceutica Nacional,Piura,Arequipa,Maquinaria industrial,3657.52,408,Rutas Continentales SAC,2576.76,6,Retrasado
2025-09-11,2025,GUI-10701,Textiles Peruanos SAC,Trujillo,Huancayo,Maquinaria industrial,1278.29,355,Logistica Rapida SAC,1590.6,2,Entregado
2025-09-11,2025,GUI-10702,Distribuidora Central,Cusco,Lima,Carga general,2664.25,1049,Envios del Sur EIRL,1986.38,3,Entregado
2025-09-11,2025,GUI-10703,Distribuidora Central,Ica,Lima,Perecibles,3381.63,261,TransPeru Cargo,2201.71,1,Entregado
2025-09-11,2025,GUI-10704,Comercial Andina SAC,Lima,Tacna,Textiles,820.05,1260,Kargia Flota Norte,2658.08,2,Entregado
2025-09-11,2025,GUI-10705,Agroexportadora del Valle,Arequipa,Huancayo,Electrodomesticos,3206.33,822,Rutas Continentales SAC,3060.89,1,Entregado
2025-09-11,2025,GUI-10706,Corporacion Metalica Peru,Cusco,Lima,Documentos y paqueteria,3783.71,1054,Envios del Sur EIRL,4471.02,3,Entregado
2025-09-11,2025,GUI-10707,Farmaceutica Nacional,Cusco,Lima,Materiales de construccion,612.08,1109,Transportes Andina SAC,2087.17,4,Entregado
2025-09-11,2025,GUI-10708,Constructora Norte,Chiclayo,Arequipa,Perecibles,45.67,504,Logistica Rapida SAC,837.66,4,Retrasado
2025-09-12,2025,GUI-10709,Constructora Norte,Arequipa,Tacna,Electrodomesticos,1592.87,636,Transportes Andina SAC,2004.82,2,Entregado
2025-09-12,2025,GUI-10710,Textiles Peruanos SAC,Iquitos,Chiclayo,Refrigerado,2703.71,474,Rutas Continentales SAC,1793.64,4,Retrasado
2025-09-12,2025,GUI-10711,Industrias del Pacifico,Ica,Iquitos,Textiles,2554.53,869,Transportes Andina SAC,3448.8,2,Entregado
2025-09-12,2025,GUI-10712,Agroexportadora del Valle,Huancayo,Cusco,Carga general,2927.02,935,TransPeru Cargo,2634.08,1,En transito
2025-09-12,2025,GUI-10713,Farmaceutica Nacional,Cusco,Lima,Maquinaria industrial,2564.05,1104,Transportes Andina SAC,3567.78,4,En transito
2025-09-12,2025,GUI-10714,Constructora Norte,Chiclayo,Lima,Carga general,670.21,790,Envios del Sur EIRL,1617.66,3,Entregado
2025-09-12,2025,GUI-10715,Textiles Peruanos SAC,Piura,Cusco,Materiales de construccion,2013.05,485,TransPeru Cargo,2392.86,6,Retrasado
2025-09-12,2025,GUI-10716,Corporacion Metalica Peru,Huancayo,Lima,Maquinaria industrial,1514.19,305,TransPeru Cargo,1497.01,1,Entregado
2025-09-12,2025,GUI-10717,Distribuidora Central,Huancayo,Tacna,Perecibles,800.08,1048,Rutas Continentales SAC,2066.96,1,Entregado
2025-09-13,2025,GUI-10718,Agroexportadora del Valle,Ica,Chiclayo,Textiles,4107.05,618,Kargia Flota Norte,2982.02,4,Retrasado
2025-09-13,2025,GUI-10719,Farmaceutica Nacional,Iquitos,Ica,Perecibles,1298.12,881,Logistica Rapida SAC,2300.62,2,Entregado
2025-09-13,2025,GUI-10720,Minera Altiplano,Iquitos,Trujillo,Refrigerado,2704.44,632,Kargia Flota Norte,1890.9,2,Entregado
2025-09-13,2025,GUI-10721,Industrias del Pacifico,Trujillo,Tacna,Materiales de construccion,1813.08,978,Rutas Continentales SAC,1867.28,3,Entregado
2025-09-13,2025,GUI-10722,Corporacion Metalica Peru,Chiclayo,Piura,Textiles,3331.1,533,Envios del Sur EIRL,3718.7,1,Entregado
2025-09-13,2025,GUI-10723,Agroexportadora del Valle,Chiclayo,Lima,Documentos y paqueteria,2776.27,749,Envios del Sur EIRL,2255.62,2,Entregado
2025-09-13,2025,GUI-10724,Textiles Peruanos SAC,Piura,Trujillo,Electrodomesticos,2784.77,619,TransPeru Cargo,2165.4,1,Entregado
2025-09-13,2025,GUI-10725,Agroexportadora del Valle,Ica,Iquitos,Carga general,1042.25,843,Transportes Andina SAC,2121.64,3,Entregado
2025-09-13,2025,GUI-10726,Industrias del Pacifico,Arequipa,Lima,Materiales de construccion,2507.96,1064,Logistica Rapida SAC,2956.42,4,En transito
2025-09-13,2025,GUI-10727,Distribuidora Central,Cusco,Iquitos,Textiles,3439.95,413,Rutas Continentales SAC,3218.99,2,Entregado
2025-09-14,2025,GUI-10728,Minera Altiplano,Ica,Piura,Electrodomesticos,519.36,768,Transportes Andina SAC,1523.33,3,Entregado
2025-09-14,2025,GUI-10729,Minera Altiplano,Iquitos,Arequipa,Materiales de construccion,733,405,Kargia Flota Norte,955.78,1,Entregado
2025-09-14,2025,GUI-10730,Farmaceutica Nacional,Iquitos,Ica,Maquinaria industrial,1250.84,790,Logistica Rapida SAC,1761.2,3,Entregado
2025-09-14,2025,GUI-10731,Minera Altiplano,Tacna,Chiclayo,Materiales de construccion,3589.79,838,TransPeru Cargo,3307.24,1,Entregado
2025-09-14,2025,GUI-10732,Grupo Industrial Lima,Ica,Trujillo,Maquinaria industrial,1121.88,336,Rutas Continentales SAC,892.15,1,Entregado
2025-09-15,2025,GUI-10733,Constructora Norte,Ica,Trujillo,Documentos y paqueteria,1876.36,307,Transportes Andina SAC,1625.67,1,Entregado
2025-09-15,2025,GUI-10734,Constructora Norte,Cusco,Trujillo,Materiales de construccion,425.44,744,Transportes Andina SAC,1431.35,1,Entregado
2025-09-15,2025,GUI-10735,Comercial Andina SAC,Ica,Trujillo,Documentos y paqueteria,2636.03,364,Transportes Andina SAC,2264.79,1,Entregado
2025-09-15,2025,GUI-10736,Industrias del Pacifico,Chiclayo,Ica,Refrigerado,247.5,534,Transportes Andina SAC,820.89,1,En transito
2025-09-15,2025,GUI-10737,Grupo Industrial Lima,Arequipa,Piura,Maquinaria industrial,662.75,397,Transportes Andina SAC,1145.77,1,Entregado
2025-09-15,2025,GUI-10738,Constructora Norte,Iquitos,Tacna,Carga general,617.45,621,Transportes Andina SAC,1264.51,1,En transito
2025-09-15,2025,GUI-10739,Farmaceutica Nacional,Huancayo,Ica,Perecibles,249.46,105,Transportes Andina SAC,385.52,2,Entregado
